mts,ts_utc,open,close,high,low,volume,candle_key,raw
1780795800000,2026-06-07T01:30:00+00:00,0.00010668,0.00012102,0.00012102,0.00010668,209401.79138305,trade:1m:fUSD:a30:p2:p30,"[1780795800000, 0.00010668, 0.00012102, 0.00012102, 0.00010668, 209401.79138305]"
1780796820000,2026-06-07T01:47:00+00:00,8.846e-05,0.000119,0.000119,8.846e-05,25000,trade:1m:fUSD:a30:p2:p30,"[1780796820000, 8.846e-05, 0.000119, 0.000119, 8.846e-05, 25000]"
1780796880000,2026-06-07T01:48:00+00:00,9.023e-05,9.023e-05,9.023e-05,9.023e-05,237.3622454,trade:1m:fUSD:a30:p2:p30,"[1780796880000, 9.023e-05, 9.023e-05, 9.023e-05, 9.023e-05, 237.3622454]"
1780797000000,2026-06-07T01:50:00+00:00,0.00011044,0.00011902,0.00011902,0.00011044,147211.73903782,trade:1m:fUSD:a30:p2:p30,"[1780797000000, 0.00011044, 0.00011902, 0.00011902, 0.00011044, 147211.73903782]"
1780810920000,2026-06-07T05:42:00+00:00,9.832e-05,9.832e-05,9.832e-05,9.832e-05,3404,trade:1m:fUSD:a30:p2:p30,"[1780810920000, 9.832e-05, 9.832e-05, 9.832e-05, 9.832e-05, 3404]"
1780811400000,2026-06-07T05:50:00+00:00,9.299e-05,9.301e-05,9.301e-05,9.299e-05,82646.58809808,trade:1m:fUSD:a30:p2:p30,"[1780811400000, 9.299e-05, 9.301e-05, 9.301e-05, 9.299e-05, 82646.58809808]"
1780812360000,2026-06-07T06:06:00+00:00,0.0001,0.0001,0.0001,0.0001,308.63338064,trade:1m:fUSD:a30:p2:p30,"[1780812360000, 0.0001, 0.0001, 0.0001, 0.0001, 308.63338064]"
1780823280000,2026-06-07T09:08:00+00:00,9.836e-05,9.836e-05,9.836e-05,9.836e-05,350,trade:1m:fUSD:a30:p2:p30,"[1780823280000, 9.836e-05, 9.836e-05, 9.836e-05, 9.836e-05, 350]"
1780823400000,2026-06-07T09:10:00+00:00,8.677e-05,9.836e-05,9.836e-05,8.677e-05,972952.98206568,trade:1m:fUSD:a30:p2:p30,"[1780823400000, 8.677e-05, 9.836e-05, 9.836e-05, 8.677e-05, 972952.98206568]"
1780823520000,2026-06-07T09:12:00+00:00,9.736e-05,9.736e-05,9.736e-05,9.736e-05,152,trade:1m:fUSD:a30:p2:p30,"[1780823520000, 9.736e-05, 9.736e-05, 9.736e-05, 9.736e-05, 152]"
1780823640000,2026-06-07T09:14:00+00:00,9.882e-05,9.882e-05,9.882e-05,9.882e-05,295,trade:1m:fUSD:a30:p2:p30,"[1780823640000, 9.882e-05, 9.882e-05, 9.882e-05, 9.882e-05, 295]"
1780823700000,2026-06-07T09:15:00+00:00,9.836e-05,9.836e-05,9.836e-05,9.836e-05,350,trade:1m:fUSD:a30:p2:p30,"[1780823700000, 9.836e-05, 9.836e-05, 9.836e-05, 9.836e-05, 350]"
1780824240000,2026-06-07T09:24:00+00:00,9.882e-05,9.882e-05,9.882e-05,9.882e-05,519,trade:1m:fUSD:a30:p2:p30,"[1780824240000, 9.882e-05, 9.882e-05, 9.882e-05, 9.882e-05, 519]"
1780824360000,2026-06-07T09:26:00+00:00,7.5e-05,7.5e-05,7.5e-05,7.5e-05,177.31712196,trade:1m:fUSD:a30:p2:p30,"[1780824360000, 7.5e-05, 7.5e-05, 7.5e-05, 7.5e-05, 177.31712196]"
1780824600000,2026-06-07T09:30:00+00:00,7.5e-05,0.00015,0.00015,7.5e-05,5856312.08073508,trade:1m:fUSD:a30:p2:p30,"[1780824600000, 7.5e-05, 0.00015, 0.00015, 7.5e-05, 5856312.08073508]"
