mts,ts_utc,open,close,high,low,volume,candle_key,raw
1788483360000,2026-09-04T00:56:00+00:00,0.000147,0.000147,0.000147,0.000147,150,trade:1m:fUSD:a30:p2:p30,"[1788483360000, 0.000147, 0.000147, 0.000147, 0.000147, 150]"
1788483480000,2026-09-04T00:58:00+00:00,0.00010959,0.00010959,0.00010959,0.00010959,2000,trade:1m:fUSD:a30:p2:p30,"[1788483480000, 0.00010959, 0.00010959, 0.00010959, 0.00010959, 2000]"
1788484200000,2026-09-04T01:10:00+00:00,0.00021185,0.00028,0.00028,0.00021185,117078.00225556,trade:1m:fUSD:a30:p2:p30,"[1788484200000, 0.00021185, 0.00028, 0.00028, 0.00021185, 117078.00225556]"
1788484800000,2026-09-04T01:20:00+00:00,0.00021918,0.00021918,0.00021918,0.00021918,415,trade:1m:fUSD:a30:p2:p30,"[1788484800000, 0.00021918, 0.00021918, 0.00021918, 0.00021918, 415]"
1788499860000,2026-09-04T05:31:00+00:00,0.000152,0.000152,0.000152,0.000152,165.24,trade:1m:fUSD:a30:p2:p30,"[1788499860000, 0.000152, 0.000152, 0.000152, 0.000152, 165.24]"
1788500040000,2026-09-04T05:34:00+00:00,0.00015,0.00015,0.00015,0.00015,229.7,trade:1m:fUSD:a30:p2:p30,"[1788500040000, 0.00015, 0.00015, 0.00015, 0.00015, 229.7]"
1788500100000,2026-09-04T05:35:00+00:00,0.00015,0.000152,0.000152,0.00015,513,trade:1m:fUSD:a30:p2:p30,"[1788500100000, 0.00015, 0.000152, 0.000152, 0.00015, 513]"
1788500400000,2026-09-04T05:40:00+00:00,0.00015,0.00015,0.00015,0.00015,210,trade:1m:fUSD:a30:p2:p30,"[1788500400000, 0.00015, 0.00015, 0.00015, 0.00015, 210]"
1788500460000,2026-09-04T05:41:00+00:00,0.00015,0.00015,0.00015,0.00015,150,trade:1m:fUSD:a30:p2:p30,"[1788500460000, 0.00015, 0.00015, 0.00015, 0.00015, 150]"
1788501600000,2026-09-04T06:00:00+00:00,0.000152,0.00014923,0.000284,0.00014923,333370.33686824,trade:1m:fUSD:a30:p2:p30,"[1788501600000, 0.000152, 0.00014923, 0.000284, 0.00014923, 333370.33686824]"
1788517440000,2026-09-04T10:24:00+00:00,0.0002773,0.00027829,0.0002783,0.000235,57971.486478770006,trade:1m:fUSD:a30:p2:p30,"[1788517440000, 0.0002773, 0.00027829, 0.0002783, 0.000235, 57971.486478770006]"
1788517500000,2026-09-04T10:25:00+00:00,0.0002783,0.00028,0.00028,0.00026458,27927.952637180002,trade:1m:fUSD:a30:p2:p30,"[1788517500000, 0.0002783, 0.00028, 0.00028, 0.00026458, 27927.952637180002]"
1788517560000,2026-09-04T10:26:00+00:00,0.00028,0.0002835,0.00028351,0.00026027,38428.44098918,trade:1m:fUSD:a30:p2:p30,"[1788517560000, 0.00028, 0.0002835, 0.00028351, 0.00026027, 38428.44098918]"
1788517620000,2026-09-04T10:27:00+00:00,0.00028351,0.00028361,0.00028361,0.00028351,14692.09097597,trade:1m:fUSD:a30:p2:p30,"[1788517620000, 0.00028351, 0.00028361, 0.00028361, 0.00028351, 14692.09097597]"
1788517680000,2026-09-04T10:28:00+00:00,0.00015,0.00026027,0.00026027,0.00015,1714414.0670659698,trade:1m:fUSD:a30:p2:p30,"[1788517680000, 0.00015, 0.00026027, 0.00026027, 0.00015, 1714414.0670659698]"
1788517740000,2026-09-04T10:29:00+00:00,0.00027361,0.00028361,0.00028361,0.000219,229804.97289535,trade:1m:fUSD:a30:p2:p30,"[1788517740000, 0.00027361, 0.00028361, 0.00028361, 0.000219, 229804.97289535]"
1788517800000,2026-09-04T10:30:00+00:00,0.0002072,0.00028361,0.00028361,0.0002072,138077.61372843,trade:1m:fUSD:a30:p2:p30,"[1788517800000, 0.0002072, 0.00028361, 0.00028361, 0.0002072, 138077.61372843]"
1788517860000,2026-09-04T10:31:00+00:00,0.00015,0.00015,0.00015,0.00015,893167.25616992,trade:1m:fUSD:a30:p2:p30,"[1788517860000, 0.00015, 0.00015, 0.00015, 0.00015, 893167.25616992]"
1788517920000,2026-09-04T10:32:00+00:00,0.00014908,0.00014908,0.00014908,0.00014908,294.70582329,trade:1m:fUSD:a30:p2:p30,"[1788517920000, 0.00014908, 0.00014908, 0.00014908, 0.00014908, 294.70582329]"
1788518040000,2026-09-04T10:34:00+00:00,0.00021891,0.00024397,0.00024397,0.00021891,9504,trade:1m:fUSD:a30:p2:p30,"[1788518040000, 0.00021891, 0.00024397, 0.00024397, 0.00021891, 9504]"
